        NB acc_proba  NB f1_proba    NB acc     NB f1   SVM acc    SVM f1    LR acc     LR f1  Model acc  Model f1
0           0.625000     0.580622  0.666667  0.612460  0.708333  0.662360  0.687500  0.659693   0.708333  0.661354
1           0.708333     0.666070  0.708333  0.666070  0.687500  0.629405  0.666667  0.618542   0.687500  0.631250
2           0.645833     0.593196  0.645833  0.593196  0.666667  0.624411  0.583333  0.550979   0.625000  0.582567
3           0.687500     0.661790  0.687500  0.661790  0.708333  0.653986  0.666667  0.623570   0.687500  0.638674
4           0.729167     0.715148  0.729167  0.707210  0.708333  0.669249  0.750000  0.715219   0.729167  0.685813
5           0.729167     0.714944  0.729167  0.707029  0.687500  0.681439  0.729167  0.716120   0.708333  0.703620
6           0.666667     0.578634  0.666667  0.578634  0.625000  0.503333  0.625000  0.503333   0.625000  0.503333
7           0.750000     0.736668  0.750000  0.736668  0.604167  0.581731  0.583333  0.567969   0.604167  0.586538
8           0.708333     0.664683  0.729167  0.685150  0.687500  0.645956  0.708333  0.661077   0.687500  0.650420
9           0.625000     0.580937  0.625000  0.580937  0.666667  0.626263  0.666667  0.641876   0.666667  0.641876
10          0.645833     0.635552  0.645833  0.620225  0.625000  0.609890  0.645833  0.625505   0.625000  0.609890
11          0.604167     0.545365  0.604167  0.545365  0.645833  0.592758  0.645833  0.593599   0.645833  0.593599
12          0.625000     0.590409  0.645833  0.600875  0.666667  0.628950  0.687500  0.645454   0.666667  0.628950
13          0.583333     0.512832  0.604167  0.543513  0.604167  0.540608  0.583333  0.526722   0.604167  0.540608
14          0.645833     0.607684  0.666667  0.630682  0.666667  0.617647  0.645833  0.585097   0.666667  0.617647
15          0.645833     0.593777  0.645833  0.587213  0.666667  0.612132  0.645833  0.596981   0.645833  0.596981
16          0.708333     0.668306  0.708333  0.660415  0.708333  0.678472  0.729167  0.668594   0.729167  0.668594
17          0.770833     0.753998  0.770833  0.753998  0.729167  0.700718  0.770833  0.743155   0.770833  0.743155
18          0.604167     0.578419  0.645833  0.607799  0.729167  0.708806  0.708333  0.694097   0.708333  0.696892
19          0.729167     0.695999  0.729167  0.695999  0.708333  0.683926  0.687500  0.655054   0.687500  0.655054
20          0.729167     0.682759  0.729167  0.682759  0.708333  0.657030  0.708333  0.657030   0.708333  0.657030
21          0.645833     0.594048  0.645833  0.587847  0.604167  0.565111  0.604167  0.565111   0.604167  0.565111
22          0.604167     0.577990  0.604167  0.577990  0.625000  0.606944  0.625000  0.616729   0.604167  0.590979
23          0.583333     0.536111  0.583333  0.530303  0.583333  0.519192  0.604167  0.570437   0.604167  0.570437
24          0.625000     0.611138  0.645833  0.620112  0.729167  0.729514  0.750000  0.747562   0.750000  0.747562
25          0.708333     0.679366  0.708333  0.679366  0.729167  0.730114  0.687500  0.685553   0.687500  0.685553
26          0.708333     0.674769  0.708333  0.674769  0.708333  0.680251  0.708333  0.674769   0.708333  0.674769
27          0.770833     0.757018  0.791667  0.777165  0.708333  0.718056  0.729167  0.743056   0.729167  0.743056
28          0.770833     0.739037  0.770833  0.731204  0.770833  0.744134  0.729167  0.687588   0.770833  0.744134
29          0.562500     0.492567  0.583333  0.511127  0.583333  0.525137  0.583333  0.527852   0.583333  0.527852
30          0.645833     0.610454  0.666667  0.614281  0.625000  0.586146  0.645833  0.596676   0.645833  0.600198
31          0.625000     0.597108  0.645833  0.607785  0.604167  0.563291  0.625000  0.578315   0.625000  0.578315
32          0.708333     0.686012  0.729167  0.699410  0.645833  0.562030  0.666667  0.598810   0.666667  0.598810
33          0.625000     0.561783  0.625000  0.561783  0.604167  0.550042  0.604167  0.550042   0.604167  0.550042
34          0.729167     0.707604  0.750000  0.710317  0.770833  0.747133  0.770833  0.747133   0.770833  0.747133
35          0.625000     0.593661  0.645833  0.611518  0.604167  0.557084  0.604167  0.555732   0.604167  0.557084
36          0.541667     0.492150  0.562500  0.503344  0.541667  0.453175  0.541667  0.453175   0.541667  0.453175
37          0.645833     0.601010  0.645833  0.601010  0.666667  0.629167  0.666667  0.626010   0.666667  0.629167
38          0.708333     0.642550  0.729167  0.672421  0.770833  0.749636  0.770833  0.750763   0.770833  0.757212
39          0.729167     0.680528  0.750000  0.707080  0.750000  0.704095  0.729167  0.687421   0.729167  0.687421
40          0.687500     0.672073  0.687500  0.666518  0.625000  0.635036  0.625000  0.646114   0.625000  0.641633
41          0.812500     0.817435  0.812500  0.812627  0.770833  0.773445  0.750000  0.752778   0.791667  0.789274
42          0.687500     0.651515  0.708333  0.661692  0.604167  0.569152  0.583333  0.554315   0.604167  0.569152
43          0.687500     0.634559  0.687500  0.634559  0.666667  0.624926  0.666667  0.624926   0.666667  0.624926
44          0.729167     0.679517  0.729167  0.679517  0.687500  0.649370  0.666667  0.631600   0.687500  0.655705
45          0.750000     0.717919  0.750000  0.717919  0.750000  0.722549  0.687500  0.660572   0.750000  0.723426
